nom,leonoreid,bnfids
Napoléon-Jérôme Bonaparte,LH/277/60,14539256j
Henri Labrouste,LH/1420/91,12127997d
André-Michel Guerry,LH/1223/40,12170925w | 153252236
Gustave Samazeuilh,19800035/897/4966,119235560
Alexandre Tuffèri,19800035/765/86890,16677495s
Pierre Decourcelle,LH/684/55,12109094z
Jean-Baptiste Charcot,LH/488/9,11990057p
Jacques-Amand Eudes-Deslongchamps,LH/913/31,13483052w
Louis Lavelle,19800035/22/2846,11911415f
Dominique-Jean Larrey,LH/1486/79,12369792s
Vivant Denon,LH/733/60,120321642
Marie Marvingt,19800035/445/59623,12228243z
Ernest Courtot de Cissey,LH/617/25,153054100
Hervé Faye,LH/949/34,12559193m
Raymond Adolphe Séré de Rivières,LH/2503/50,135422369
Amédée Mannheim,LH/1718/58,135980007
Victor Baltard,LH/100/70,11890030g
Jean-Baptiste Boussingault,LH/337/33,124629637
Alexandre Arnoux,19800035/1180/36559,118891928
Antoine Isaac Silvestre de Sacy,LH/2518/74,119247783
Paulin Paris,LH/2052/10,119186281
Gaston Paris,LH/2052/21,119186239
André Bloch,19800035/390/52277,14816776x
François Albert-Buisson,19800035/422/56372,12477608p
André Gedalge,19800035/105/13167,148003107
Ferdinand André Fouqué,LH/1009/62,12462610t
André Pirro,19800035/1237/42754,119199252
Eugène Grasset,LH/1192/11,120798008
Jacques Flach,LH/978/5,123679231
Gaby Morlay,19800035/613/69165,13941023v
Ange Hyacinthe Maxence de Damas,LH/650/34,15041180p
Jacques de Morgan,19800035/205/26882,119168492
Louis de Maud'huy,LH/1796/41,14979039x
Louis Ernest de Maud'huy,LH/1796/41,14979039x
Jules Simon,LH/2557/53,119248322
Eugène Gigout,LH/1132/19,13894459j
Jules Dalou,LH/649/54,149721710
Joseph Joubert,LH/1378/1,11909059p
Jules Crevaux,LH/629/28,15307990b
Jacques Babinet,LH/85/55,15288819d
Claude Augé,19800035/252/33521,12341468r
Jean René Constant Quoy,LH/2251/86,10607618m
Jean-Félix Bapterosses,LH/102/44,155720448
Henri de Régnier,19800035/121/15309,11921397j
Paul Fort,19800035/337/45386,11903157t
Édouard Bouët-Willaumez,LH/310/54,11893223g
Pierre Louis Charles de Failly,LH/925/42,10727385h
Pierre-Simon Girard,LH/1145/59,12462152c
Henri Gaidoz,LH/1053/8,12729178f
Victor Duruy,LH/876/49,12453369p
Antoine Bussy,LH/397/98,10673696w
Antoine Béclère,19800035/194/25368,130741290
Jean Ernouf,LH/901/17,15319243k
Jean Francis Auburtin,LH/69/39,14968611r
Jean Julien Estrangin,LH/910/28,10567029p
"Jean Gilbert Victor Fialin, duc de Persigny",LH/968/54,10722665h
Joseph Ducos,LH/826/63,106918413
Jules Delafosse,LH/696/8,12967045w
Louis-Alexandre Himbert de Flégny,LH/1301/33,12196143g
Louis-Constant-Jacques Carl,LH/428/6,106497631
Louis-Désiré Legrand,LH/1561/74,13593954f
Louis-Gabriel-Auguste d'Andigné de Mayneuf,LH/33/14,107315536
Louis-Joseph Faure,LH/942/10,125441936
Louis-Marie de Belleyme,LH/172/3,10598877m
Louis Bernard Bonjean,LH/281/5,155626065
Louis Galabert,LH/1057/15,15323186b
Louis Pasteur Vallery-Radot,19800035/1023/18102,123582950
Louis Rollin,19800035/122/15386,15517304t
Louis Tissier,19800035/751/85136,106469677
Édouard Piette,LH/2158/23,133229532
Léon Labbé,LH/1414/44,10359663f
Marcelle Tinayre,19800035/0315/42503,12059208z
Marcelle Tinayre,19800035/315/42503,12059208z
Marie-Félix Faulcon de La Parisière,LH/938/30,12449413k
Martin Vignolle,LH/2713/72,10657047k
Max Richard,LH/2322/61,13211950d
Ovide de Rémilly,LH/2290/14,10698539d
Paul Cazeneuve,LH/458/76,121595304
Paul Morel,19800035/1456/68280,12139805b
Pierre-Nicolas Perrée-Duhamel,LH/2771/5,14954788f
Pierre Couinaud,19800035/930/8406,13405315b
Pierre Jules Baroche,LH/124/29,14435719k
René Le Hérissé,LH/1566/49,13012244f
Robert-Auguste Creuzé,LH/629/15,150329322
Robert de Lasteyrie,LH/1492/25,11911224v
Romain-Joseph de Brigode,LH/365/63,106801066
Thomas-Marie-Gabriel Desmazières,LH/752/26,12524532p
Thomas Sauvage,LH/2467/26,12377112c
Théodore de Lameth,LH/2788/41,13487528c
Théophile de Pompéry,LH/2195/12,10706280v
Victor Diancourt,LH/771/11,10584478p
Victor Masséna,LH/1778/32,12160311b
Vivant-Jean Brunet-Denon,LH/384/11,11335288f
Ksawery Gałęzowski,LH/1058/31,13206260s
Édouard Aynard,LH/83/50,12379171c
Édouard Tirel de la Martinière,LH/2608/27,10707056p
Émile Carron,LH/437/7,107112200
Émile Cère,19800035/215/28199,12459851f
Émile Taudière,19800035/887/3906,103780947
Étienne de Tessières de Boisbertrand,LH/2579/47,106913097
Anatole de Melun,LH/1821/27,10720339n
Eugenio Chiesa,LH/2782/62,14606082c
Évariste Bavoux,LH/147/68,12564808g
Marie-Joseph-Alfred Croiset,LH/632/51,121699057
Ernest Dréolle,LH/802/52,10013192v
Henri Régnier,LH/2286/60,13461781h
Théobald de Soland,LH/2531/78,10513624m
Hippolyte Fortoul,LH/1003/44,125108748
Hippolyte Lucas,LH/1671/78,124873787
Honoré Jean Riouffe,LH/2336/33,12459596k
Honoré Riouffe,LH/2336/33,12459596k
Hubert Rohault de Fleury,LH/2370/5,122410314
Henri Wallon,LH/2745/16,12120402t
Prosper Garnot,LH/1079/46,10499724t
Edmond Duvernoy,LH/886/8,14800456t
Georges Sagnac,19800035/1288/48887,12885213k
Henry Houssaye,LH/1312/71,11907808h
Jules Zeller,LH/2767/60,129884836
Guillaume de Félice,LH/952/53,106165603
Jean Dollfus,LH/785/2,10267830k
Jean Dollfus,LH/785/2,10267830k
Jean Nouguès,19800035/1467/69840,139816627
René-Nicolas Dufriche Desgenettes,LH/836/49,12288616d
Maurice Renaud,LH/633/37,14849195w
Louis Halphen,LH/1260/52,11906759w
Clément Roques,19800035/767/87084,13092750d
Stanislas Lami,19800035/232/30716,12291336q
Pierre-François-Léonard Fontaine,LH/994/13,12350459r
Albert Gisclard,LH/1153/9,103964692
Octave Denis Victor Guillonnet,19800035/875/2754,14965851t
Paul Renouard,LH/2301/6,149576239
Henri Christiné,LH/537/22,13892491j
Armand Trousseau,LH/2634/55,124600084
François-Vincent Raspail,LH/2268/58,120134741
Gustave Paul Cluseret,LH/556/53,121763877
Marcel Gromaire,19800035/1114/27554,11905982q
Arnaud Denjoy,19800035/1221/40963,12339331v
Gaston de Galliffet,LH/1062/8,15363999q
Jean-Baptiste-Marie Campenon,LH/415/32,15309169s
Arsène Houssaye,LH/1312/68,119078075
Charles-Louis Havas,LH/1273/44,10956912p
Frédéric François Guillaume de Vaudoncourt,LH/1235/46,10721987d
Louis Boutan,19800035/278/37243,12065384k
Charles-François Lebrun,LH/1523/49,12055126n
"Charles-François Lebrun, duc de Plaisance",LH/1523/49,12055126n
Louis Paulhan,19800035/790/89289,127356693
Jules Violle,LH/2728/44,12537369d
Auguste-Barthélemy Glaize,LH/1154/63,149748168
Édouard Bureau,LH/394/6,130026043
Jules Richard,19800035/562/64044,122847517
Ernest Sanson,LH/2455/9,170497769
Auguste Barbier,LH/109/32,118901495
Gabriel de Mortillet,LH/1944/8,12776667g
Louis Laurent Gabriel de Mortillet,LH/1944/8,12776667g
Edmond Rousse,LH/2400/2,12459529f
Alexandre Lacassagne,LH/1421/47,12337095s
Pierre de Ségur,19800035/210/27522,12459521p
Pierre François Joseph Durutte,LH/876/40,10640362d
Paul Vieille,LH/2699/69,125697777
Auguste Penjon,LH/2092/12,121596385
Auguste Rateau,LH/2269/24,10809600c
Augustin Dupré,LH/859/9,13607659m
Alfred Émile Léopold Stevens,LH/2550/10,13630193b
Joseph Roumanille,LH/2398/61,119228406
Henri Pourrat,19800035/283/38016,119204847
Jules Danbé,LH/653/1,14846307m
Auxonne Thiard de Bissy,LH/2587/64,121526374
Auxonne-Marie-Thédose de Thiard,LH/2587/64,121526374
Jacques Stosskopf,19800035/85/10631,135593532
Pierre de Margerie,LH/1345/76,169287344
Jean-Baptiste Lebas,19800035/807/91641,12434583m
Christophe-Guillaume Koch,LH/1404/84,125519978
Marc Jean Demarçay,LH/724/47,10674087h
Georges Friedel,19800035/443/59294,123284770
François Ernest Mallard,LH/1708/14,12992605q
Henri Braconnot,LH/349/79,13336035t
Charles Malo de Lameth,LH/2788/40,12528968r
Charles Malo François Lameth,LH/2788/40,12528968r
Pierre-Simon Ballanche,LH/98/41,123597750
Louis Puissant,LH/2239/64,12268955q
Camille Erlanger,LH/900/62,130070426
Abel-Dominique Boyé,19800035/452/60467,14970436t
Jacques-Émile Ruhlmann,LH/2425/27,11964537s
Jules Janin,LH/1352/43,124014563
Anatole Brénier de Renaudière,LH/357/19,16562971k
Yves Nat,19800035/228/30088,119676593
Jean Verdier,LH/2687/3,12128757v
Eugène Brieux,LH/365/10,12110277z
Charles de Morny,C/0/67,119639291
"Charles de Morny, Duke of Morny",C/0/67,119639291
Joseph Decaisne,LH/681/31,12342031j
Léon Delagrange,LH/2794/38,14500619n
Albert Gaudry,LH/1090/67,123957615
Jules Comby,LH/576/48,15110900q
Alexandre Charpentier,LH/493/56,149588113
Louis-Maurice Boutet de Monvel,LH/339/55,118935688
Camille Montagne,LH/1913/27,12560084d
Camille Montagne,LH/1913/28,12560084d
Hartwig Derenbourg,LH/738/3,12516029p
Charles Ernest Beulé,LH/228/4,13609906b
Charles Dancla,LH/653/9,13983896k
Charles Marie Benjamin Rouget,LH/2395/4,13169396v
Charles Payot,LH/2076/6,167211693
Charles Paul Landon,LH/1466/23,12256190b
Charles Victor Daremberg,LH/660/50,122841627
Lucien Simon,19800035/310/41727,13530019g
François Prosper Jacqmin,LH/1340/24,106178845
François de Négrier,LH/1980/22,10715423j
François-Marie-Casimir Négrier,LH/1980/22,10715423j
Gabriel Monod,LH/1911/39,11916556h
Frédéric-Charles Victor de Vernon,LH/2693/76,16234496w
Frédéric Bourgeois de Mercey,LH/328/47,127225169 | 149662444
Félix-Alexandre Desruelles,19800035/727/82682,149728441
Félix Ansart,LH/41/9,152883923
Félix Bollaert,19800035/242/32169,15765978x
Gabriel Angoulvant,LH/39/80,12460025q
Gabriel Louis Angoulvant,LH/39/80,12460025q
Gabriel Cordier,19800035/458/61311,11054115m
Gabriel Trarieux,19800035/1234/42511,146537264
Gabriel d'Arjuzon,LH/49/20,13190408g
Gabriel de Hédouville,LH/1276/77,14955907d
Gabriel de Hédouville,LH/691/35,14955907d
Yves Le Prieur,19800035/400/53609,12196657j
Gaspard-André Jauffret,LH/1357/29,12398134b
Gaston Joseph,19800035/1428/65172,130135404
Gaston Le Provost de Launay,19800035/177/22815,11301215n
Philippe Bunau-Varilla,LH/391/56,127530592
Georges Decroze,LH/685/37,162077615
Georges Izard,19800035/1185/37124,129402471
Georges Le Chevalier,LH/1528/11,13378530s
Georges Moulène,19800035/1390/60441,17754867t
Georges Risler,LH/2331/30,10372043w
Georges Scapini,19800035/1357/57123,13008598f
Georges Varney,LH/2675/101,16753817w
Guillaume-Aubin de Villèle,LH/2719/3,10740753q
Guillaume-Benoît Houdet,LH/2787/36,14957005q
Guillaume Abel Blouet,LH/262/11,13476128t
Guillaume Chastenet de Castaing,LH/501/86,13210137r
Guillaume Latrille de Lorencez,LH/1658/39,10697666b
Guillaume Louis Ternaux,LH/2576/45,15367331d
Gustave Chapuis,LH/486/2,10389499h
Gustave Chopinet,19800035/119/15015,13402953t
Gustave Dupont-Ferrier,19800035/462/61794,12347016v
Gustave Pierre,19800035/1432/65754,14977897t
Gustave Planchon,LH/2176/20,12997686r
Gustave Schelle,LH/2476/52,12014508r
Gustave de Closmadeuc,LH/2600/43,13321853j
Gérard Cochet,19800035/971/12621,149717586
Henri-Lucien Doucet,19800035/245/32630,14973054c
Henri-Étienne Beaunis,LH/156/75,12463055c
Henri Béghin,19800035/966/12071,12938863n
Henri Chaput,LH/486/61,10600079g
Henri Cornat,19800035/930/8356,114558849
Henri Giraud,LH/1148/43,16573578b
Henri Le Masson,19800035/1440/66695,126194108
Henri Marion,LH/1744/4,10747138v
Henri Parinaud,LH/2052/4,169060678
Henri Perdrix,19800035/1232/42135,17778560z
Henri Révoil,LH/2307/25,12514401x
Henri Siméon,LH/2519/23,16695167n
Henri de Maistre,19800035/28/3535,12417618r
Henry Le Tonnelier de Breteuil,LH/1621/55,12593098f
Henry Poidatz,LH/2184/53,36841361p
Roger Ballu,LH/100/3,133099509
Édouard Dalloz,LH/648/107,124068881
André Thome,LH/2601/47,102569443
Charles Scheer,19800035/1279/47481,15562665p
Paul Chevrey-Rameau,LH/526/40,12463240w
Jean-Baptiste Basilide Billaudel,LH/239/89,10673482n
Auguste Jubé de La Perelle,LH/1385/21,13265100n
Henri Tournade,LH/2617/108,149775761
Édouard Jacques,LH/1342/44,13210880t
Antoine Mongez,LH/1905/54,149600413
Pèire Casals,19800035/158/20193,109412966
Auguste-Joseph Baude de la Vieuville,LH/138/72,121271705
Jacques Mestadier,LH/1846/59,10478437p
André Job,LH/1367/23,124595283
Daniel Mérillon,LH/1837/22,129813419
Louis Foureau de Beauregard,LH/1012/13,10547249f
Germain Armand,LH/50/27,13230208v
Henri Lubin Adelphe Chasles,LH/499/14,103895764
Claude Hernoux,LH/1294/11,10727530s
Henri de Laplane,LH/1478/21,10441430z
Édouard Lelièvre de La Grange,LH/1640/44,133220120
Joseph Dagobert Olivier,LH/2015/22,16617739w
Félix Chadenet,LH/467/52,10346225v
Charles Adolphe Debelleyme,LH/172/1,10520109t
François de Lespérut,LH/1615/69,167574408
Henri Nogent-Saint-Laurens,LH/1998/47,13772027r
Édouard Aubertin,LH/65/67,162971841
Henri Dunaime,LH/849/34,103070518
Francisque Allombert,LH/24/49,12210991m
Olivier Bascou,19800035/450/60205,10342320f
Édouard Bresson,LH/358/96,106860051
Eugène Canu,19800035/102/12820,15544401z
Auguste Chais,LH/469/7,103032975
Albert Denis,19800035/727/82659,12997785p
Francis Fesq,19800035/146/18656,13416264q
Camille Godelle,LH/1160/42,133770038
Antoine Marfan,LH/1736/82,12983846w
Jean Marrot,LH/1751/71,13211425t
Pierre Papinaud,LH/2046/18,137755255
Marc Sauzet,LH/2470/47,13003436d
Georges Vandame,LH/2671/46,16933691p
Bernard-Camille Collas,LH/566/2,153058730
Louis Lumière,LH/1675/50,124083524
Lucien Adam,LH/7/29,11929810z
Victor Lemoine,LH/1583/15,16526589p
François-Marie Luzel,LH/2778/7,11913679q
Auguste Chauveau,LH/509/32,10696353x
Maxime Lalanne,LH/1449/15,14959084b
Gustave Courtois,19800035/164/21076,11962824s
Paul Puget,LH/641/44,149946253
Paul Tirard,19800035/449/60067,12840366d
Louis-Eugène Mouchon,LH/1947/65,121773566
Jean-François Bayard,LH/148/16,130097716
Pierre-Nicolas Brisset,LH/368/58,149705828
Maurice Paléologue,LH/2039/7,12515516g
Auguste Angellier,LH/38/36,122416355
Joseph Léopold Sigisbert Hugo,LH/1320/22,12039503n
Jean Brunhes,LH/384/54,12128402r
Alexandre Bida,LH/233/87,12461704x
Alexandre de Laborde,LH/694/2,11994085w
Théodore Fulgence Ozenne,LH/2030/6,14522406n
Georges Salles,19800035/709/80810,12180990j
Joachim Murat,19800035/193/25138,17704711w
Lucien Niverd,19800035/889/4116,14842266w
Gabriel Guist'hau,LH/1248/19,148975559
Victor-Émile Michelet,19800035/560/63801,119160235
Joseph Monin,19800035/1153/31854,12521179h
Alexandre Bétolaud,LH/227/1,133572967
Édouard Pailleron,LH/2036/37,12125572g
Marie-Eugène Debeney,LH/677/87,13003032x
Alphonse Osbert,19800035/131/16549,149200209
Jean Baptiste Louis Pierre,LH/2153/68,12983989f
Henri Delaborde,LH/694/3,12661030w
Marie Maxime Cornu,LH/593/35,161368818
Maxime Cornu,LH/593/35,161368818
Charles Simon Clermont-Ganneau,LH/553/46,12166514c
Albert Étévé,19800035/1386/60093,128103554
Alexandre Collin,LH/569/6,15000490r
Alfred Durand-Claye,LH/869/40,133225816
Mounet-Sully,LH/1952/38,13004780z
Claude-Casimir Gillet,LH/1135/16,12462529z
Eugène Devic,LH/766/12,104321874
Joseph Déchelette,LH/682/76,118990163
Émile Blanchard,LH/251/19,12365442f | 17076501r
Édouard de Castelnau,LH/641/63,121527184
"Noël Édouard, vicomte de Curières de Castelnau",LH/641/63,121527184
Alphonse-Hubert de Latier de Bayane,LH/1493/38,16226561s
Claude Anet,19800035/1342/55599,11888846s
Pierre Rayer,LH/2273/33,131812544
Daniel Mornet,19800035/819/93247,12111401h
David David-Weill,LH/2746/60,123599777
Philippe Ricord,LH/2326/42,12462936b
Ernest-Charles Lasègue,LH/1489/114,126185589
Théophile Bader,19800035/362/48704,15557625f
Alfred Agache,19800035/306/41214,11193345v
Joseph-Alfred Foulon,LH/1009/21,13089938k
Jean Résal,LH/2303/26,13484472v
Jean-Georges Vibert,LH/2705/46,14962053k
Eugène Flandin,LH/980/33,12551144g | 153211756
Edmond Edmont,LH/891/4,153190791
Édouard Corroyer,LH/595/41,14976698c
Paulin Talabot,LH/2564/59,13088939p
Jean-Pierre Boyer,LH/347/40,130787644
François-Léon Benouville,LH/182/22,11946735q
Pierre Roy,19800035/803/91116,125251784
François de Chasseloup-Laubat,LH/500/39,10721724z
Louis Adam,LH/6/103,14784575t
Vincent Benedetti,LH/177/84,13743825w
Henri-Jacques-Guillaume Clarke,LH/542/53,13548803f
Maurice Lévy,LH/1629/64,123222890
Eugène Joseph Verboeckhoven,LH/2686/33,149665230
Ernest Stanislas de Girardin,LH/1146/60,132106463
Jean Lhermitte,LH/1632/61,12282320c
Jules Augustin Girard,LH/1144/77,12459241g
Jules Girard,LH/1144/77,12459241g
Eugène Bloch,19800035/805/91327,155921172
Eugène Stoffel,LH/2553/14,12163776r
Eugène Le Poittevin,LH/2184/56,14953612p
Marcel Deprez,LH/736/55,13248574m
Alexandre Luigini,LH/1675/26,138968563
Roland Dorgelès,19800035/1183/36948,11900436z
Charles-Victor Prévost d'Arlincourt,LH/2225/30,12253595f
Ferdinand Poise,LH/2189/51,13950926b
François de Neufchâteau,LH/1028/52,119034131
Nicolas François de Neufchâteau,LH/1028/52,119034131
Jean-Nicolas Corvisart,LH/596/55,121325185
François Fournier-Sarlovèze,LH/1018/49,10717265d
Frédéric-Guillaume Bergmann,LH/191/7,12994152b
Wilbrod Chabrol,LH/467/7,10389356z
Georges-Adrien Crapelet,LH/624/61,122597525
Victor Legros,19800035/355/47771,11912222d | 170476291
Georges Le Gentil,19800035/89/11145,12273880n
Georges Révoil,LH/2307/24,119216632
Louis Koeltz,19800035/1015/17287,125420071
Paul Véronge de La Nux,19800035/211/27724,14021502f
Jean-Baptiste Drouet,LH/806/20,12372117w
Philippe-Antoine Merlin de Douai,LH/1840/49,12363101j
Gustave Humbert,LH/1325/34,125549312
Gustave Macé,LH/1680/63,12462138t
Gustave Pradelle,LH/2219/19,106984421
Marcel Baltazard,19800035/1069/23066,10882084j
Henri Hartmann,19800035/18/2301,10501284p
Henri Bédarida,19800035/162/20756,118909152
Henri Buisson,19800035/1286/48454,13479679t
Henri Lévy-Bruhl,19800035/597/67550,12327640z
Paul Lacroix,LH/1429/52,130915095
Hippolyte Lucas,LH/1672/35,12560070q
Théophile Aube,LH/62/58,132097737
Bertrand Olivier Gambier,19800035/70/8700,123684754
Jacques-Noël Sané,LH/2454/10,106348469
Jean-Félicité-Théodore Ortolan,LH/2024/5,12460012c
Eugène Chevandier de Valdrome,LH/524/4,10666783b
Jean-Baptiste-Firmin Demonferrand,LH/727/70,13014378h
Charles-François de Ladoucette,LH/1430/66,128151115
Jean Plattard,19800035/1228/41624,11920023x
Joseph-Michel Dutens,LH/879/50,12171077w
Jules Brévié,19800035/582/66010,12876370q
Jules Charles-Roux,LH/2412/26,11922982d
Roger Marx,LH/1772/41,12384731s
Louis de Girardin,LH/1146/49,113437082 | 14974781f
Léon Ollé-Laprune,LH/2016/23,11918126z
Eugène Kalt,LH/1393/78,12224940w
Léon Comerre,LH/576/67,149579203
Mathurin Moreau,LH/1930/10,104076486
Robert Levasseur,19800035/1270/46292,171113268
Paul Hervieu,LH/1297/27,12037382r
Lorédan Larchey,LH/1481/98,11911091f
Louis Henri Armand Behic,LH/165/5,15342763h
Louis Réau,19800035/839/95894,119213110
Louis Ulbach,LH/2640/65,11927320d
Benjamin Rabier,19800035/563/64150,11920942p
Léon Gaucherel,LH/1087/73,13743782f
Constant Pilate,LH/2160/51,12222865g
Honoré Pontois,LH/2199/45,10369751x
Eugène Tallon,LH/2565/47,122059056
Eugène Ténot,LH/2575/57,12987316j
Jacques Maissiat,LH/1699/26,12180675t
Jean Manescau,LH/1715/31,13211400g
Camille Pierre Alexis Paganel,LH/2032/59,15545819c
Edmond-Charles de Martimprey,LH/1756/7,10720282h
Pierre Laurent Jean-Baptiste David,LH/674/11,10674048m
Alcide Treille,LH/2653/27,12112831s
Edmond Rocher,19800035/1392/60829,12403218g
Paul Daniel Olivier Rayet,LH/2273/36,10327829q
François Ignace Metz,LH/1849/27,150195389
"Pierre, Mathieu, Philippe, Joseph Dumoulin",LH/848/63,14955177c
Valentin Charles Hubert Malet de Coupigny,LH/1705/13,10746141h
André De Biaudos De Castéja,LH/444/69,14506945g
Auguste Guillaume Josse-Beauvoir,LH/1375/36,10687298n
Antoine Jankovitz de Jeszenicze,LH/1352/70,10745956h
Jean-Baptiste André d'Aubière,LH/35/81,107401710
François-Joseph Febvre,LH/951/26,10585174q
François Louis Charles de Ricard,LH/2317/37,10742283r
Étienne François Philippe Demesmay,LH/726/47,10696518z
"Joseph, François Hernandez",LH/1294/3,106870743 | 13426338n
Denis Ferdinand Picquet,LH/2150/54,14955133r
Louis Antoine François Bertrand du Montfort,LH/220/20,10729501p
"Eustache, Antoine Hua",LH/1314/5,124625158
Constantin Mametz Gustave Gaujot,LH/1091/49,12356786x
Louis-Félix Henneguy,LH/1281/79,155049783
Adrien Veillon,19800035/575/65349,10516513d
Jean Christian Marc François Joseph Boudin,LH/309/46,12591993q
Pierre-Armand Dufau,LH/830/39,12275244m
Jacques François Édouard Hervieux,LH/1297/34,107085460
Jean-Louis Marie Alibert,LH/19/34,12180864q
Achille Zo,LH/2769/54,14944119r
Jean Bertin,19800035/1294/49588,12086572s
Joseph Ortolan,LH/2024/6,15127635f
Joseph Diez Gergonne,LH/1122/28,129180213
Joseph-Marie-Jules Parrot,LH/2058/2,13478778h
