nom,leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
Philippe Lauer,19800035/89/11084,1874-12-02T00:00:00Z,Thorigny-sur-Marne,Point(2.711666666 48.884722222),1953-02-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre-Nicolas Brisset,LH/368/58,1810-08-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1890-03-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre-Barthélemy Gheusi,LH/1128/5,1865-11-21T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1943-01-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Chantraine,19800035/1250/44276,1899-09-15T00:00:00Z,Lille,Point(3.0575 50.631944444),1974-06-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Edmond Teisserenc de Bort,LH/2574/5,1814-09-04T00:00:00Z,Châteauroux,Point(1.690277777 46.809722222),1892-07-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Edmond Teisserenc de Bort,LH/2574/5,1814-09-17T00:00:00Z,Châteauroux,Point(1.690277777 46.809722222),1892-07-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Girieud,19800035/1338/55104,1876-06-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),1948-12-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Nourry,19800035/1464/69283,1870-12-06T00:00:00Z,Autun,Point(4.298611111 46.951111111),1935-04-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Théophile Vauchelet,LH/2678/65,1802-02-24T00:00:00Z,Passy,Point(2.284136111 48.857111111),1873-04-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Raymond Weill,19800035/1319/52727,1874-01-28T00:00:00Z,Elbeuf,Point(1.008333333 49.285833333),1950-07-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Falguière,LH/928/47,1831-09-07T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1900-04-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Robert Kemp,19800035/829/94541,1879-10-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1959-07-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Roger Auboin,19800035/1230/41848,1891-05-15T00:00:00Z,4e arrondissement de Paris,Point(2.355555555 48.855555555),1974-10-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Abel Hermant,19800035/551/62914,1861-02-03T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1950-09-29T00:00:00Z,Chantilly,Point(2.460833333 49.186944444)
Jules Lewal,LH/1630/26,1823-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),1908-01-22T00:00:00Z,Senlis,Point(2.586666666 49.207222222)
Célestin Nanteuil,LH/1974/55,1813-07-11T00:00:00Z,Rome,Point(12.482777777 41.893055555),1873-09-04T00:00:00Z,Bourron-Marlotte,Point(2.707777777 48.341111111)
Célestin Nanteuil,LH/1974/55,1813-07-11T00:00:00Z,Rome,Point(12.482777777 41.893055555),1873-09-06T00:00:00Z,Bourron-Marlotte,Point(2.707777777 48.341111111)
Marcel Gensoul,19800035/1189/37549,1880-10-12T00:00:00Z,Montpellier,Point(3.877230555 43.610919444),1973-12-30T00:00:00Z,5e arrondissement de Paris,Point(2.344444444 48.847222222)
Eugène Sue,LH/2793/132,1804-12-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1857-07-03T00:00:00Z,Annecy,Point(6.129444444 45.899166666)
Eugène Sue,LH/2793/132,1804-12-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1857-08-03T00:00:00Z,Annecy,Point(6.129444444 45.899166666)
Eugène Sue,LH/2793/132,1804-01-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1857-07-03T00:00:00Z,Annecy,Point(6.129444444 45.899166666)
Eugène Sue,LH/2793/132,1804-01-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1857-08-03T00:00:00Z,Annecy,Point(6.129444444 45.899166666)
Henri Bard,LH/112/10,1892-04-29T00:00:00Z,2e arrondissement de Lyon,Point(4.829077777 45.754111111),1951-01-26T00:00:00Z,7e arrondissement de Paris,Point(2.312777777 48.859166666)
Gustave Brion,LH/367/9,1824-10-24T00:00:00Z,Rothau,Point(7.208611111 48.454722222),1877-11-05T00:00:00Z,14e arrondissement de Paris,Point(2.326888888 48.833022222)
Auguste Fauchon,19800035/542/62012,1856-01-04T00:00:00Z,Ellon,Point(-0.679444444 49.220555555),1945-07-03T00:00:00Z,Courbevoie,Point(2.252222222 48.897222222)
Marcel Serret,LH/2508/4,1867-11-25T00:00:00Z,Bléneau,Point(2.948888888 47.701666666),1916-01-06T00:00:00Z,Moosch,Point(7.05 47.86)
Félix Gustave Saussier,LH/2465/49,1828-01-16T00:00:00Z,Troyes,Point(4.078055555 48.298888888),1905-12-20T00:00:00Z,Luzarches,Point(2.422222222 49.113055555)
Charles Garnier,LH/1077/65,1825-11-06T00:00:00Z,ancien 12e arrondissement de Paris,Point(2.344583 48.846206),1898-08-03T00:00:00Z,5e arrondissement de Paris,Point(2.344444444 48.847222222)
Antoine Meillet,19800035/735/83452,1866-11-11T00:00:00Z,Moulins,Point(3.3325 46.564722222),1936-09-21T00:00:00Z,Châteaumeillant,Point(2.200555555 46.561944444)
Charles-Louis Clérisseau,LH/553/28,1721-08-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1820-01-19T00:00:00Z,Auteuil,Point(2.266666666 48.85)
Louis-Nicolas Vauquelin,LH/2680/93,1763-05-16T00:00:00Z,Saint-André-d'Hébertot,Point(0.279444444 49.313055555),1829-11-14T00:00:00Z,Saint-André-d'Hébertot,Point(0.279444444 49.313055555)
Jean-Baptiste Bessières,LH/224/11,1768-08-06T00:00:00Z,Prayssac,Point(1.188055555 44.503888888),1813-05-01T00:00:00Z,Rippach,Point(12.066666666 51.233055555)
Georges Boulanger,LH/315/87,1837-04-29T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1891-09-30T00:00:00Z,Ixelles,Point(4.366944444 50.833055555)
Georges Ernest Boulanger,LH/315/87,1837-04-29T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1891-09-30T00:00:00Z,Ixelles,Point(4.366944444 50.833055555)
Achille Millien,LH/1879/27,1838-09-04T00:00:00Z,Beaumont-la-Ferrière,Point(3.226111111 47.19),1927-01-12T00:00:00Z,Beaumont-la-Ferrière,Point(3.226111111 47.19)
Bernard Germain de Lacépède,C/0/38,1756-12-26T00:00:00Z,Agen,Point(0.618611111 44.203055555),1825-10-06T00:00:00Z,Épinay-sur-Seine,Point(2.308333333 48.954722222)
Bernard-Germain de Lacépède,C/0/38,1756-12-26T00:00:00Z,Agen,Point(0.618611111 44.203055555),1825-10-06T00:00:00Z,Épinay-sur-Seine,Point(2.308333333 48.954722222)
Georges Sorel,LH/2530/39,1847-11-02T00:00:00Z,Cherbourg,Point(-1.6 49.63333333),1922-08-29T00:00:00Z,Boulogne-Billancourt,Point(2.241388888 48.835277777)
Georges Sorel,LH/2530/39,1847-11-02T00:00:00Z,Cherbourg-Octeville,Point(-1.625 49.638888888),1922-08-29T00:00:00Z,Boulogne-Billancourt,Point(2.241388888 48.835277777)
Albert Champoudry,LH/476/65,1880-05-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1933-06-23T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333)
Louis Brière de l'Isle,LH/364/79,1827-06-04T00:00:00Z,Le François,Point(-60.9025 14.615277777),1896-06-19T00:00:00Z,Saint-Leu-la-Forêt,Point(2.246388888 49.016944444)
Achille Fould,LH/1008/55,1800-11-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),1867-10-05T00:00:00Z,Laloubère,Point(0.072777777 43.206666666)
Marcel Prévost,LH/2772/31,1862-05-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1941-04-08T00:00:00Z,Vianne,Point(0.321111111 44.196944444)
José-Maria de Heredia,LH/1291/48,1842-11-22T00:00:00Z,Santiago de Cuba,Point(-75.820555555 20.028333333),1905-10-03T00:00:00Z,Bourdonné,Point(1.663333333 48.755833333)
Marcel Dupré,19800035/1106/26748,1886-05-03T00:00:00Z,Rouen,Point(1.1025 49.443055555),1971-05-30T00:00:00Z,Meudon,Point(2.240277777 48.8075)
Henri Gouraud,LH/1178/39,1867-11-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),1946-09-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
William Mac Guckin de Slane,LH/1679/66,1801-08-12T00:00:00Z,Belfast,Point(-5.93 54.596388888),1878-08-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alphonse Osbert,19800035/131/16549,1857-03-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1939-08-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri Berthelot,LH/209/66,1861-12-07T00:00:00Z,Feurs,Point(4.225833333 45.740833333),1931-01-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri Berthelot,LH/209/66,1861-12-07T00:00:00Z,Feurs,Point(4.225833333 45.740833333),1931-01-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Baptiste Louis Pierre,LH/2153/68,1833-10-23T00:00:00Z,champ Borne,Point(55.68732351 -20.953424345),1905-10-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Baptiste Louis Pierre,LH/2153/68,1833-10-21T00:00:00Z,champ Borne,Point(55.68732351 -20.953424345),1905-10-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Georges Cochery,LH/557/87,1855-03-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1914-08-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri-Alfred Jacquemart,LH/1341/11,1824-02-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),1896-01-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Flourens,LH/987/81,1841-04-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1920-01-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alfred-Philibert Aldrophe,LH/17/10,1834-02-07T00:00:00Z,Paris,Point(2.351388888 48.856944444),1895-10-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles-Victor Langlois,LH/1470/10,1863-05-26T00:00:00Z,Rouen,Point(1.1025 49.443055555),1929-06-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Bernard Lavergne,19800035/1322/53089,1884-12-15T00:00:00Z,Nîmes,Point(4.36 43.836944444),1975-10-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Louis François Levêque de Vilmorin,LH/2723/7,1816-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1860-03-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Gabriel-Jules Thomas,LH/2597/65,1824-09-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1905-03-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Brune,19800035/132/16655,1891-07-31T00:00:00Z,Arbois,Point(5.773888888 46.902777777),1956-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri Delaborde,LH/694/3,1811-05-02T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1899-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri Delaborde,LH/694/3,1811-05-02T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1899-05-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri Delaborde,LH/694/3,1811-01-01T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1899-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri Delaborde,LH/694/3,1811-01-01T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1899-05-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis de Loménie,LH/1654/51,1815-12-03T00:00:00Z,Saint-Yrieix-la-Perche,Point(1.203333333 45.514444444),1878-04-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Louis Cadet de Gassicourt,LH/402/16,1769-01-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1821-11-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alphonse Camille Terroir,19800035/112/14168,1875-11-12T00:00:00Z,Marly,Point(3.544166666 50.348888888),1955-10-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Méré,19800035/1062/22242,1883-01-29T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1970-10-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Méré,19800035/1062/22242,1883-01-27T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1970-10-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Oscar Roty,LH/2387/64,1846-06-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1911-03-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Oscar Roty,LH/2387/64,1846-06-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),1911-03-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Marie Maxime Cornu,LH/593/35,1843-07-16T00:00:00Z,Orléans,Point(1.904166666 47.902222222),1901-04-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Maxime Cornu,LH/593/35,1843-07-16T00:00:00Z,Orléans,Point(1.904166666 47.902222222),1901-04-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Simon Clermont-Ganneau,LH/553/46,1846-02-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1923-02-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Ybarnegaray,19800035/218/28575,1883-10-16T00:00:00Z,Uhart-Cize,Point(-1.244444444 43.164722222),1956-04-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Ybarnégaray,19800035/218/28575,1883-10-16T00:00:00Z,Uhart-Cize,Point(-1.244444444 43.164722222),1956-04-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Marcel Dieulafoy,LH/776/37,1844-08-03T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1920-02-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henry Lerolle,LH/1603/79,1848-10-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),1929-04-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Antoine Laurent Apollinaire Fée,LH/951/58,1789-11-07T00:00:00Z,Ardentes,Point(1.830833333 46.742222222),1874-05-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albert Vandal,LH/2671/45,1853-07-07T00:00:00Z,Paris,Point(2.351388888 48.856944444),1910-08-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis Léger,LH/1557/69,1843-01-15T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1923-04-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis Léger,LH/1557/69,1843-01-13T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1923-04-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Philippe Gaucher,LH/1087/69,1854-07-26T00:00:00Z,Champlemy,Point(3.351111111 47.285833333),1918-01-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri de Rigny,LH/2330/67,1782-02-02T00:00:00Z,Toul,Point(5.891666667 48.675),1835-11-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albert Lambert,LH/1455/17,1865-12-31T00:00:00Z,Rouen,Point(1.1025 49.443055555),1941-03-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Decoux,19800035/139/17572,1884-05-05T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1963-10-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexis Boyer,LH/346/15,1757-03-01T00:00:00Z,Uzerche,Point(1.563333333 45.424722222),1833-11-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexis Boyer,LH/346/15,1757-03-01T00:00:00Z,Uzerche,Point(1.563333333 45.424722222),1833-11-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alfred Durand-Claye,LH/869/40,1841-07-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1888-04-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alfred Picard,LH/2145/41,1844-12-21T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1913-03-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alphonse Foy,LH/1020/59,1796-04-14T00:00:00Z,Ham,Point(3.072777777 49.746388888),1888-01-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Vincent-Louis-Alphonse Foy,LH/1020/59,1796-04-14T00:00:00Z,Ham,Point(3.072777777 49.746388888),1888-01-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alphonse Simil,LH/2515/33,1841-02-14T00:00:00Z,Nîmes,Point(4.36 43.836944444),1916-08-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Antoine Redier,LH/2282/45,1817-12-22T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1892-12-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Georges Sporck,19800035/1235/42593,1870-04-09T00:00:00Z,Paris,Point(2.351388888 48.856944444),1943-01-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Georges Serullas,LH/2508/47,1774-11-02T00:00:00Z,Poncin,Point(5.406666666 46.085),1832-05-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Joseph Carlier,LH/429/23,1849-01-03T00:00:00Z,Cambrai,Point(3.234722222 50.175833333),1927-04-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Mounet-Sully,LH/1952/38,1841-02-28T00:00:00Z,Bergerac,Point(0.481944444 44.851111111),1916-03-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Mounet-Sully,LH/1952/38,1841-02-27T00:00:00Z,Bergerac,Point(0.481944444 44.851111111),1916-03-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Philippe Hériat,19800035/1067/22835,1898-09-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1971-10-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Philippe Hériat,19800035/1067/22835,1898-09-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1971-10-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Pouqueville,LH/2213/75,1770-11-04T00:00:00Z,Le Merlerault,Point(0.285277777 48.700555555),1838-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Marcel Rochas,19800035/43/5304,1902-02-24T00:00:00Z,11e arrondissement de Paris,Point(2.379305555 48.858677777),1955-03-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Julien Noël Costantin,19800035/160/20483,1857-08-16T00:00:00Z,Paris,Point(2.351388888 48.856944444),1936-11-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Guillaume Guillon Lethière,LH/1621/27,1760-01-10T00:00:00Z,Sainte-Anne,Point(-61.386111111 16.225555555),1832-04-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Guillaume Guillon Lethière,LH/1621/27,1760-01-16T00:00:00Z,Sainte-Anne,Point(-61.386111111 16.225555555),1832-04-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Auguste Dubail,C/0/30,1851-04-15T00:00:00Z,Belfort,Point(6.862777777 47.6375),1934-01-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Marc-Antoine Jullien fils,LH/1389/70,1775-03-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1848-04-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Eugène-Louis Lequesne,LH/1601/30,1815-02-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1887-06-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Fernand Cabrol,LH/788/32,1855-12-11T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1937-06-04T00:00:00Z,Farnborough,Point(-0.75 51.29)
Antoine Bourdelle,LH/294/36,1861-10-30T00:00:00Z,Montauban,Point(1.355 44.017222222),1929-10-01T00:00:00Z,Le Vésinet,Point(2.132222222 48.893888888)
Philippe Rousseau,LH/2401/65,1816-02-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),1887-12-05T00:00:00Z,Acquigny,Point(1.178333333 49.172777777)
Alfred Giard,LH/1129/23,1846-08-08T00:00:00Z,Valenciennes,Point(3.525 50.359166666),1908-08-08T00:00:00Z,Orsay,Point(2.1875 48.698055555)
Alfred Mathieu Giard,LH/1129/23,1846-08-08T00:00:00Z,Valenciennes,Point(3.525 50.359166666),1908-08-08T00:00:00Z,Orsay,Point(2.1875 48.698055555)
Paul de Ladmirault,LH/1430/55,1808-02-17T00:00:00Z,Montmorillon,Point(0.870833333 46.426111111),1898-02-01T00:00:00Z,Sillars,Point(0.769166666 46.418333333)
Jules Blanchard,LH/251/70,1832-05-25T00:00:00Z,Puiseaux,Point(2.471111111 48.205277777),1916-05-03T00:00:00Z,Puiseaux,Point(2.471111111 48.205277777)
Alfred Potiquet,LH/2207/26,1820-12-04T00:00:00Z,Magny-en-Vexin,Point(1.786666666 49.154444444),1883-04-09T00:00:00Z,Nogent-l'Artaud,Point(3.323611111 48.965)
Jean-Henri Fabre,LH/920/47,1823-12-22T00:00:00Z,Saint-Léons,Point(2.985833333 44.215555555),1915-10-11T00:00:00Z,Sérignan-du-Comtat,Point(4.843888888 44.189166666)
Jean-Henri Fabre,LH/920/47,1823-12-21T00:00:00Z,Saint-Léons,Point(2.985833333 44.215555555),1915-10-11T00:00:00Z,Sérignan-du-Comtat,Point(4.843888888 44.189166666)
Joseph Vendryes,19800035/328/44222,1875-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),1960-01-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Gabriel Davioud,LH/675/5,1823-10-30T00:00:00Z,Paris,Point(2.351388888 48.856944444),1881-04-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Thévenin,LH/2586/49,1764-07-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1838-02-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles-Auguste Questel,LH/2248/12,1807-09-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1888-08-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ernest Lavisse,LH/1508/35,1842-12-17T00:00:00Z,Le Nouvion-en-Thiérache,Point(3.785 50.017222222),1922-08-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Clément Serveau,19800035/1126/29084,1886-06-29T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333),1972-07-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Maurice Farman,19800035/159/20385,1877-03-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-02-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Rodolphe Radau,LH/2256/40,1835-01-22T00:00:00Z,Węgorzewo,Point(21.75 54.216666666),1911-12-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Maurice Lœwy,LH/1650/11,1835-01-01T00:00:00Z,Vienne,Point(16.373064 48.20833),1907-10-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Maurice Lœwy,LH/1650/11,1833-04-15T00:00:00Z,Vienne,Point(16.373064 48.20833),1907-10-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Marcel Brillouin,19800035/176/22722,1854-12-19T00:00:00Z,Melle,Point(-0.145 46.221944444),1948-06-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jules Février,LH/968/16,1842-09-04T00:00:00Z,Membrey,Point(5.743333333 47.591388888),1937-01-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Tharaud,LH/2645/39,1877-05-09T00:00:00Z,Saint-Junien,Point(0.901111111 45.887222222),1952-04-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Robert Aron,19800035/1287/48700,1898-05-25T00:00:00Z,Le Vésinet,Point(2.132222222 48.893888888),1975-04-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles de Mazade,LH/1810/32,1820-03-21T00:00:00Z,Castelsarrasin,Point(1.106944444 44.04),1893-04-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Puiseux,19800035/249/33220,1855-07-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1928-09-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
"Pierre Marc Gaston de Lévis, Duke of Lévis",LH/1628/33,1764-03-07T00:00:00Z,Paris,Point(2.351388888 48.856944444),1830-02-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre-Marc-Gaston de Lévis,LH/1628/33,1764-03-07T00:00:00Z,Paris,Point(2.351388888 48.856944444),1830-02-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Aime Ambroise Simon Leborne,LH/1518/31,1797-12-29T00:00:00Z,Bruxelles,Point(4.351666666 50.846666666),1866-04-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
