leonoreid,images
LH/2289/26,http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%A9jane%20dans%20La%20Parisienne%20vers%201900.jpg
LH/2453/40,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Sandeau%20circa%201880.jpg
LH/598/86,http://commons.wikimedia.org/wiki/Special:FilePath/Coste%20Hippolyte%201858-1924.jpg
LH/1598/2,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Le%20Play.jpg
LH/2368/11,http://commons.wikimedia.org/wiki/Special:FilePath/Charlesrogier.jpg
LH/2470/83,http://commons.wikimedia.org/wiki/Special:FilePath/MarieGabrielAugustinSavard.jpg
LH/2491/43,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Segalen%20Noum%C3%A9a%201904.jpg
LH/2627/45,http://commons.wikimedia.org/wiki/Special:FilePath/69-Tresca.jpg
LH/364/75,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Jacques%20Fran%C3%A7ois%20Bri%C3%A8re%20de%20Boismont.jpg
LH/413/66,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Cambronne%20portrait.jpg
LH/681/45,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Gabriel%20Decamps%20autoportrait.jpg
LH/730/59,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Philippe%20Denfert-Rochereau%20by%20Georges%20Lafosse.jpg
LH/2686/105,http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20Verdi%20xilografia.jpg
LH/791/57,http://commons.wikimedia.org/wiki/Special:FilePath/GustaveDor%C3%A8.jpg
LH/191/11,http://commons.wikimedia.org/wiki/Special:FilePath/Hippolyte%20Bergogni%C3%A9%20pr%C3%A9fet%20-%20Archives%20nationales%20%28France%29.jpg
19800035/148/18861,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Gley.jpg
19800035/241/32054,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20Baston%20de%20Lariboisi%C3%A8re.jpg
19800035/292/39246,http://commons.wikimedia.org/wiki/Special:FilePath/JCN-Forestier.jpg
19800035/38/4768,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20de%20Chambrun%20%28Agence%20Mondial%2C%201933%29%201.jpeg
19800035/450/60169,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Brilli%C3%A9%20%28sur%20Soci%C3%A9t%C3%A9%20Nanc%C3%A9enne%2C%20au%20Circuit%20du%20Nord%20en%201902%29.jpg
19800035/644/74374,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond%20hannotin%20bmr%2094.jpg
19800035/665/76430,http://commons.wikimedia.org/wiki/Special:FilePath/Biblioth%C3%A8que%20de%20la%20Facult%C3%A9%20de%20m%C3%A9decine%20de%20Paris.%20Les%20biblioth%C3%A9caires%20CIPB0275.jpg
LH/111/30,http://commons.wikimedia.org/wiki/Special:FilePath/LPDF%2034%203%20Fayolle%20et%20Bardot.jpg
LH/1115/18,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Geoffroy%20de%20Villeneuve.jpg
LH/1168/58,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel%20Gonzales.jpg
LH/1355/16,http://commons.wikimedia.org/wiki/Special:FilePath/Acheux-en-Ami%C3%A9nois%20%28cimeti%C3%A8re%29%20tombe%20d%27Edm%C3%A9e%20Jarlaud%201a.jpg
LH/1430/68,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Ladoucette.jpg
LH/1528/56,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20Leclaire%2C%2025%20rue%20Bleue%2C%20Paris%209e%202.jpg
LH/1684/17,http://commons.wikimedia.org/wiki/Special:FilePath/Personnalit%C3%A9s%20des%20arts%20et%20des%20lettres%20-%20Dominique%20Antoine%20Magaud.jpg
LH/1789/8,http://commons.wikimedia.org/wiki/Special:FilePath/Mathieu%2C%20Ferdinand%20%28L%27Illustration%2C%201876-04-08%29.jpg
LH/1830/23,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Jules%20Pierre%20Mercadier%20%28DPJ%20-%20224828606582%29.jpg
LH/19/92,http://commons.wikimedia.org/wiki/Special:FilePath/Alix%2C%20C%C3%A9sar%20Gaston%20Lucien%20g%C3%A9n%C3%A9ral%2C%20par%20Manuel%2C%20BNF%20Gallica.jpg
LH/1994/10,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel-Henri-Victurnien-Marquis%20de%20noailles-crop.jpg
LH/21/17,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel%20Allard%201910.jpg
LH/2263/60,http://commons.wikimedia.org/wiki/Special:FilePath/Ramel%2C%20Fernand%20%28Monde%20illustr%C3%A9%2C%201898-07-09%29.jpg
LH/240/75,http://commons.wikimedia.org/wiki/Special:FilePath/Billiet%2C%20Ernest%20%28France%20libre%20illustr%C3%A9e%2C%201897-12-20%29.jpg
LH/2432/48,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond%20Saglio%20%281828-1911%29.png
LH/2655/8,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Tuck.jpg
LH/276/48,http://commons.wikimedia.org/wiki/Special:FilePath/Amiral%20Ferdinand%20De%20Bon%20en%201917.jpg
LH/2776/13,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20de%20Barbasan%2C%20comte%20d%27Astorg.jpg
LH/34/30,http://commons.wikimedia.org/wiki/Special:FilePath/Dominique%20Andr%C3%A9%20%281766-1844%29.jpg
LH/401/94,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel-Marie-Pierre-F%C3%A9lix-Isidore%20de%20Gramont%2C%20duc%20de%20Caderousse.jpg
LH/429/86,http://commons.wikimedia.org/wiki/Special:FilePath/Camescasse.jpg
LH/439/55,http://commons.wikimedia.org/wiki/Special:FilePath/Spad%20S.27%20-%20Lieut.%20Jean%20Casale%20110320%20p297.png
LH/520/16,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20d%27Ernest%20Chesneau.jpg
LH/555/46,http://commons.wikimedia.org/wiki/Special:FilePath/Dominique%20Clos.jpg
LH/611/50,http://commons.wikimedia.org/wiki/Special:FilePath/Bmr%2041%20eugene%20courmeaux%20portrait.jpg
LH/947/21,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20Favre%20%281779-1867%29.jpg
LH/990/19,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20de%20Folleville%20de%20Bimorel.jpg
19800035/0244/32502,http://commons.wikimedia.org/wiki/Special:FilePath/Chervin%2C%20Arthur%20%28Panth%C3%A9on%20de%20l%27industrie%2C%201880-03-07%29.jpg
19800035/563/64126,http://commons.wikimedia.org/wiki/Special:FilePath/Guy%20Ropartz%2001.jpg
LH/1898/8,http://commons.wikimedia.org/wiki/Special:FilePath/Mathieu-Louis%20Mol%C3%A9.JPG
LH/2273/64,http://commons.wikimedia.org/wiki/Special:FilePath/Fulgence%20Raymond.jpg
LH/2451/37,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Delaroche%20-%20Le%20comte%20Narcisse-Achille%20de%20Salvandy%20%281846%29.JPG
LH/862/25,http://commons.wikimedia.org/wiki/Special:FilePath/Julesdupuit.jpg
19800035/1040/19961,http://commons.wikimedia.org/wiki/Special:FilePath/Ren%C3%A9%20Capitant.png
LH/1520/22,http://commons.wikimedia.org/wiki/Special:FilePath/Anatole%20Le%20Braz%20portrait%201915.jpg
LH/312/28,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20William-Adolphe%20Bouguereau.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/William-Adolphne%20Bouguereau%20photo.jpg
LH/5/24,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Am%C3%A9d%C3%A9e%20Achard%20by%20Nadar.jpg
LH/714/16,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9opold%20Delisle.JPG
19800035/1125/29025,http://commons.wikimedia.org/wiki/Special:FilePath/Tisserant.jpg
19800035/1244/43531,http://commons.wikimedia.org/wiki/Special:FilePath/Hornich%20Wittich%20DePossel.png
19800035/237/31499,http://commons.wikimedia.org/wiki/Special:FilePath/Salomon%20Reinach.jpg
19800035/565/64318,http://commons.wikimedia.org/wiki/Special:FilePath/Francois-Auguste%20Mignet.jpg
19800035/243/32380,http://commons.wikimedia.org/wiki/Special:FilePath/Profesoro-Th-Cart.jpg
19800035/316/42633,http://commons.wikimedia.org/wiki/Special:FilePath/Maurice%20de%20Broglie.jpg
19800035/772/87490,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Belin%20portret.jpg
LH/1303/31,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Hittorff.jpg
LH/151/21,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Bazin%20par%20Carjat%20BNF%20Gallica.png
LH/1873/58,http://commons.wikimedia.org/wiki/Special:FilePath/Francois-Auguste%20Mignet.jpg
LH/2177/28,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Plant%C3%A9%2001.jpg
LH/349/89,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix%20Bracquemonde%20by%20Nadar.jpg
LH/861/22,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Fran%C3%A7ois%20Dupuis.JPG
19800035/1008/16451,http://commons.wikimedia.org/wiki/Special:FilePath/Gaston%20G%C3%A9rard%201932.jpg
19800035/1121/28324,http://commons.wikimedia.org/wiki/Special:FilePath/Georges-Gustave%20Toudouze%201901.jpg
19800035/114/14344,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20de%20Vergnette%20de%20Lamotte%20%28portrait%29.png
19800035/124/15603,http://commons.wikimedia.org/wiki/Special:FilePath/Gaston%20Riou%20en%201915.jpg
19800035/1296/49859,http://commons.wikimedia.org/wiki/Special:FilePath/M.%20Guy%20La%20Chambre%2C%20sous-secr%C3%A9taire%20d%27Etat%20%C3%A0%20la%20Pr%C3%A9sidence%20du%20Conseil.jpg
19800035/418/55882,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Borchard%20en%201907.jpg
19800035/759/86139,http://commons.wikimedia.org/wiki/Special:FilePath/Gaston%20Cheq%201911.jpg
19800035/938/9188,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Ballu%201932.jpg
LH/2081/1,http://commons.wikimedia.org/wiki/Special:FilePath/CFP-2%20G%C3%A9n%C3%A9ral%20Peign%C3%A9%20%282%29%20%28cropped%29.jpg
LH/1508/10,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20The%20Coronation%20of%20Napoleon%20%281805-1807%29.jpg
LH/1554/13,http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20Legagneur.jpg
LH/1596/46,http://commons.wikimedia.org/wiki/Special:FilePath/Baron%20Lepic.jpg
LH/1606/17,http://commons.wikimedia.org/wiki/Special:FilePath/Hugues%20Le%20Roux.jpg
LH/1627/58,http://commons.wikimedia.org/wiki/Special:FilePath/Isra%C3%ABl%20L%C3%A9vi.jpg
LH/1644/14,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20-Dieudonn%C3%A9%20Lion.jpg
LH/1736/52,http://commons.wikimedia.org/wiki/Special:FilePath/Houdetot%20-%20Maret%2C%20conseiller%20d%27Etat.jpg
LH/1750/32,http://commons.wikimedia.org/wiki/Special:FilePath/Ingres%20Jacques%20Marquet.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/JacquesMarquetMontbretonNorvins.jpg
LH/1770/78,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Marty%20-%20photo%20Charles%20Ogerau.jpg
LH/1891/31,http://commons.wikimedia.org/wiki/Special:FilePath/Mocquard%20ILN.jpg
LH/1899/59,http://commons.wikimedia.org/wiki/Special:FilePath/Colonel%20Moll%2000693.JPG
LH/1967/65,http://commons.wikimedia.org/wiki/Special:FilePath/Comte%20Murat.jpg
LH/2057/19,http://commons.wikimedia.org/wiki/Special:FilePath/Parquin%2C%20Jean%20Baptiste%20Nicolas.jpg
LH/210/10,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Bertheroy.jpg
LH/2447/38,http://commons.wikimedia.org/wiki/Special:FilePath/Amiral%20sallandrouze.jpg
LH/2567/81,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Jean%20Joseph%20Tarayre.jpg
LH/2573/42,http://commons.wikimedia.org/wiki/Special:FilePath/F.%20de%20Madrazo%20-%201833%2C%20El%20Bar%C3%B3n%20Taylor%20%28Chateau%20de%20Versailles%2C%2061%2C5%20x%2050%2C5%20cm%29.jpg
LH/2638/56,http://commons.wikimedia.org/wiki/Special:FilePath/Turcan%20%28photo%29.jpg
LH/2640/43,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Uchard%20%281809-1891%29.jpg
LH/2666/77,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Andr%C3%A9%20Valletaux.JPG
LH/267/6,http://commons.wikimedia.org/wiki/Special:FilePath/Boffinton%2C%20Stanislas.jpg
LH/2692/73,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Joseph%20de%20Verneilh-Puyraseau%202.jpg
LH/28/93,http://commons.wikimedia.org/wiki/Special:FilePath/General%20Jean%20Jacques%20Ambert.jpg
LH/309/31,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Raymond%20Charles%20Bourke.jpg
LH/332/25,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Raymond%20Charles%20Bourke.jpg
LH/413/26,http://commons.wikimedia.org/wiki/Special:FilePath/Petit-Cambos.jpg
LH/430/28,http://commons.wikimedia.org/wiki/Special:FilePath/De%20CARNE%20Henri.jpg
LH/466/40,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Chabran.jpg
LH/468/13,http://commons.wikimedia.org/wiki/Special:FilePath/Chaigneau.jpg
LH/541/10,http://commons.wikimedia.org/wiki/Special:FilePath/Clamageran%2C%20Jean-Jules.jpg
LH/713/49,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Victor%20Deligny.jpg
LH/784/39,http://commons.wikimedia.org/wiki/Special:FilePath/Doleris.JPG
LH/800/13,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Douville.jpg
LH/814/74,http://commons.wikimedia.org/wiki/Special:FilePath/L%27Illustration%201862%20gravure%20M.%20Dubois%20de%20Saligny%2C%20ministre%20de%20France%20au%20Mexique.jpg
LH/870/36,http://commons.wikimedia.org/wiki/Special:FilePath/JosephDurandy.jpg
LH/884/51,http://commons.wikimedia.org/wiki/Special:FilePath/Duval%20de%20Dampierre.jpg
LH/887/3,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Ignace%20Louis%20Duvivier.jpg
LH/90/21,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Baffier.jpg
19800035/207/27120,http://commons.wikimedia.org/wiki/Special:FilePath/Plessis%2C%20Frederic%20%28Gerschel%2C%201899%29.jpg
LH/399/18,http://commons.wikimedia.org/wiki/Special:FilePath/Ceremonies%20-%20Lafayette%20Day%2C%201918%20-%20Chaplain%20of%20%22Blue%20Devils%22%20speaks%20at%20Lafayette%20Day%20Celebration.%20Rev.%20G.B.%20Cabanel%2C%20Chaplain%20in%20Chief%20of%20the%20famous%20French%20%22Blue%20Devils%22%20Regt.%20Speaking%20at%20Lebanon%2C%20Conn.%2C%20on%20the%20o%28...%29%20-%20NARA%20-%2020809670.jpg
LH/1834/49,http://commons.wikimedia.org/wiki/Special:FilePath/Du%20Paty%20de%20Clam.jpg
LH/2250/34,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Quinet%20vers%201860.jpg
LH/2651/50,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Tournemire%201910.JPG
LH/925/15,http://commons.wikimedia.org/wiki/Special:FilePath/EmileFaguet.jpg
LH/986/59,http://commons.wikimedia.org/wiki/Special:FilePath/Cat%20Sphynx.%20Kittens.%20img%2011.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Fl%C3%B3rez%2C%20Juan%20Jos%C3%A9.jpg
19800035/163/20948,http://commons.wikimedia.org/wiki/Special:FilePath/Laurent%20Bonnevay-1929.jpg
19800035/48/5926,http://commons.wikimedia.org/wiki/Special:FilePath/Lionel%20de%20Tastes%201933.jpg
19800035/549/62777,http://commons.wikimedia.org/wiki/Special:FilePath/CFP-2%20Leitner%20%281%29.jpg
19800035/550/62806,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Lemoine%20en%201937.jpg
19800035/844/96645,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Barthoux%20-%20archaeologists.jpg
LH/1056/7,http://commons.wikimedia.org/wiki/Special:FilePath/Gagliardini%20photo.tif
LH/1362/11,http://commons.wikimedia.org/wiki/Special:FilePath/J%20Jeannel%20age.jpg
LH/1779/29,http://commons.wikimedia.org/wiki/Special:FilePath/Justin%20Massicault.jpg
LH/1947/55,http://commons.wikimedia.org/wiki/Special:FilePath/Laubespin%2C%20L%C3%A9onel%20de.jpg
LH/2087/24,http://commons.wikimedia.org/wiki/Special:FilePath/Pelletier%20de%20Chambure.jpg
LH/2261/32,http://commons.wikimedia.org/wiki/Special:FilePath/Barondelascours.jpg
LH/2455/18,http://commons.wikimedia.org/wiki/Special:FilePath/Sanson%20sculpteur.jpg
LH/2625/81,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Tr%C3%A9fousse.jpg
LH/2766/38,http://commons.wikimedia.org/wiki/Special:FilePath/Jules-%C3%89mile%20Zingg.jpg
LH/30/58,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Amigues.JPEG
LH/327/22,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A9r%C3%B4me-Dominique%20Bourgeat.jpg
LH/476/31,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A9r%C3%B4me%20Champion%20de%20Cic%C3%A9%20%281735-1810%29.jpg
LH/552/63,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20Jules%20Cl%C3%A9ret.jpg
LH/750/32,http://commons.wikimedia.org/wiki/Special:FilePath/Desjardins%2C%20Jules.jpg
19800035/661/76005,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Schweitzer%2C%20Etching%20by%20Arthur%20William%20Heintzelman.jpg
LH/753/24,http://commons.wikimedia.org/wiki/Special:FilePath/Touche%20%C3%A0%20tout%201910%20Fernand%20Desmoulin%20par%20Henri%20Manuel.jpg
19800035/1366/57905,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Migot%20compositeur%201.jpg
19800035/85/10643,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20Emmanuel%20SUHARD.jpg
LH/1723/42,http://commons.wikimedia.org/wiki/Special:FilePath/General%20Antoine%20Marbot.png
LH/1894/69,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Courteline%201921.jpg
LH/464/23,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Henri%20Ernest%20de%20Chabaud-La-Tour.jpeg
LH/739/63,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%A9roul%C3%A8de%2C%20Andr%C3%A9.jpg
LH/1034/52,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Edouard%20Fr%C3%A8re%20-%20Baschet%20-%20Galerie.png
LH/1090/13,http://commons.wikimedia.org/wiki/Special:FilePath/Porreau%20-%20Martin-Michel-Charles%20Gaudin.png
LH/1509/32,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20du%20Mar%C3%A9chal%20Jacques%20Law%2C%20marquis%20de%20Lauriston.jpg
LH/1698/41,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%2C%20Nicolas-Joseph.jpg
LH/1947/68,http://commons.wikimedia.org/wiki/Special:FilePath/Mouchot.jpeg
LH/1968/3,http://commons.wikimedia.org/wiki/Special:FilePath/LucienMuratP.jpg
LH/2021/6,http://commons.wikimedia.org/wiki/Special:FilePath/Mathieu%20Joseph%20Bonaventure%20Orfila.jpg
LH/2163/6,http://commons.wikimedia.org/wiki/Special:FilePath/Isidore%20Pils%20-%20Maurice%20Leloir.jpg
LH/2210/15,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Servais%20Mathias%20Pouillet.jpg
LH/2243/66,http://commons.wikimedia.org/wiki/Special:FilePath/Quatrefages%20BNF%20Gallica.jpg
LH/2626/25,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Vachez%20Collection%20-%20Jean-Baptiste%20Treilhard%20%281742-1810%29.jpg
LH/3/7,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Abel%20de%20Pujol.jpg
LH/658/48,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20Georges%20Darboy%20Photographie%20ca1860%20BNF%20Gallica.jpg
LH/782/44,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Dodds.jpg
LH/821/63,http://commons.wikimedia.org/wiki/Special:FilePath/Comte%20Duchatel%20%28BM%201901%2C1022.260%29.jpg
LH/33/16,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph-Hardouin-Gustave%20d%27Andlau.jpg
LH/34/61,http://commons.wikimedia.org/wiki/Special:FilePath/Gaspard%20Andr%C3%A9.jpg
LH/402/17,http://commons.wikimedia.org/wiki/Special:FilePath/Cadet%20de%20Gassicourt%20CIPB0469.jpg
LH/1105/34,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Geffroy%20%281820-1895%29.jpg
LH/1443/56,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond%20Laguerre.jpg
LH/2075/14,http://commons.wikimedia.org/wiki/Special:FilePath/Anselme%20Payen.jpg
LH/377/9,http://commons.wikimedia.org/wiki/Special:FilePath/Armand%20Joseph%20Bruat%2C%20amiral%20de%20France%20%281796-1855%29.jpg
19800035/7/857,http://commons.wikimedia.org/wiki/Special:FilePath/Yvonne%20Sarcey.png
19800035/294/39494,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Grente-1936.jpg
19800035/546/62403,http://commons.wikimedia.org/wiki/Special:FilePath/M.%20Sem.jpg
19800035/816/92891,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Bayrou%20en%201905%20%28arri%C3%A8re%20du%20Gallia-Club%29.jpg
LH/1241/44,http://commons.wikimedia.org/wiki/Special:FilePath/Carbillet%20-%20Jean-Baptiste%20Guillonnet-Merville.jpg
LH/2104/26,http://commons.wikimedia.org/wiki/Special:FilePath/Suzanne%20P%C3%A9rouse.jpg
19800035/0053/6466,http://commons.wikimedia.org/wiki/Special:FilePath/Marcel%20Arnould.jpg
19800035/1131/29544,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on%20Jenoudet.JPG
19800035/1252/44546,http://commons.wikimedia.org/wiki/Special:FilePath/Lucien%20Bazor%201923.jpg
19800035/1284/48208,http://commons.wikimedia.org/wiki/Special:FilePath/Lucien%20Besset%201929.jpg
19800035/1334/54695Bis,http://commons.wikimedia.org/wiki/Special:FilePath/Lamy%2C%20Maurice%20CIPB1983.jpg
19800035/1366/57943,http://commons.wikimedia.org/wiki/Special:FilePath/Marcel%20Marchandeau%20%28Touny-L%C3%A9rys%29%20en%201936.jpg
19800035/1366/57969,http://commons.wikimedia.org/wiki/Special:FilePath/Marie-Magdeleine%20Aym%C3%A9%20de%20La%20Chevreli%C3%A8re.JPG
19800035/14/1758,http://commons.wikimedia.org/wiki/Special:FilePath/Leandre%20Dupre.jpg
19800035/1404/62212,http://commons.wikimedia.org/wiki/Special:FilePath/Capitaine%20Max%20Deve%201932.jpg
19800035/1438/66469,http://commons.wikimedia.org/wiki/Special:FilePath/Marcel%20Deschaseaux%20%281939%29.png
19800035/158/20180,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9opold%20Cassegrain.jpg
19800035/261/34856,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20d%27Iriart%20d%27Etchepare.jpg
19800035/416/55574,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Rene%20Comte%20de%20Gramont1902.jpg
19800035/434/58033,http://commons.wikimedia.org/wiki/Special:FilePath/CFP%20Lecomte.jpg
19800035/52/6299,http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20-%20photo%20de%20Mathilde%20Allanic.png
