leonoreid,metier
LH/681/31,botaniste
LH/2574/4,météorologue
19800035/460/61581,coureur cycliste sur piste
LH/659/25,ingénieur civil
LH/26/9,diplomate
LH/358/62,diplomate
LH/2610/39,diplomate
19800035/53/6431,pilote automobile
LH/657/5,caricaturiste
LH/765/65,archéologue
LH/2655/3,alpiniste
LH/2020/51,librettiste
LH/987/83,neurobiologiste
LH/987/83,neurobiologiste
LH/886/31,explorateur
19800035/1280/47598,essayiste
LH/1980/60,chirurgien plasticien
19800035/1384/59899,violoncelliste
19800035/1428/65195,réalisateur
LH/555/33,anatomiste
LH/987/83,anatomiste
LH/987/83,anatomiste
LH/2042/10,traducteur
LH/765/65,anthropologue
LH/1125/50,ichtyologiste
19800035/22/2802,ingénieur aérospatial
C/0/67,collectionneur d'œuvres d'art
C/0/67,collectionneur d'œuvres d'art
LH/1680/63,écrivain
LH/2219/19,écrivain
LH/1193/1,écrivain
LH/743/22,écrivain
LH/618/72,philosophe
LH/2189/31,dramaturge
LH/2042/10,éditeur
LH/517/72,historien de l'art
19800035/1010/16712,illustrateur
LH/618/72,historien de la philosophie
LH/2476/36,dessinateur
19800035/1439/66537,scénariste
LH/735/9,professeur
19800035/1032/19116,professeur
19800035/1010/16712,peintre
19800035/793/89647,peintre
LH/1323/61,ingénieur militaire
19800035/541/61944,physicien
LH/1110/7,poète
LH/2742/82,philosophe
19800035/862/1356,féministe
LH/1041/11,juge
LH/1137/3,imprimeur
LH/1058/39,officier de la Marine française
LH/2090/38,officier de la Marine française
LH/1937/21,ingénieur des ponts et chaussées
LH/2042/10,libraire
LH/2655/3,spéléologue
LH/1497/7,astronome
LH/561/29,écrivain
LH/561/28,écrivain
LH/2754/68,écrivain
19800035/1439/66537,acteur
LH/2142/3,soldat
LH/2189/31,metteur en scène
LH/2610/39,archéologue
LH/338/56,compositeur
LH/86/79,compositeur
LH/1936/67,compositeur
LH/327/3,compositeur
LH/1621/61,compositeur
LH/586/42,diplomate
LH/280/52,diplomate
LH/615/64,juriste
19800035/462/61805,juriste
LH/1148/5,juriste
LH/1166/2,juriste
LH/760/33,officier
LH/793/6,officier
LH/736/8,officier
LH/78/49,officier
LH/1183/54,officier
LH/670/45,trompettiste
LH/1306/47,compositeur
19800035/232/30802,compositeur
LH/2756/3,médecin
LH/596/55,médecin
LH/158/29,cartographe
19800035/246/32754,agronome
LH/26/9,magistrat
LH/121/29,ingénieur
LH/1590/35,ingénieur
LH/1028/52,avocat
LH/1028/52,avocat
LH/124/59,avocat
LH/625/52,avocat
LH/2189/31,librettiste
LH/352/28,pilote automobile
LH/1166/2,économiste
LH/235/68,ingénieur civil
LH/235/67,ingénieur civil
LH/836/73,historien
LH/1148/5,historien
LH/1005/77,linguiste
19800035/1069/23066,médecin
LH/1840/49,avocat
LH/1380/76,architecte
LH/520/56,architecte
LH/158/29,explorateur
LH/2142/3,explorateur
LH/1304/36,explorateur
LH/586/42,fonctionnaire
LH/2177/16,claveciniste
LH/1464/1,industriel
LH/182/21,photographe
LH/158/29,hydrogramme
LH/1340/78,général de division
LH/517/72,notable
19800035/94/11734,militaire
LH/1472/38,militaire
LH/1146/50,militaire
LH/446/62,militaire
LH/2636/55,militaire
LH/1199/2,militaire
LH/722/73,militaire
19800035/25/3208,militaire
LH/383/58,militaire
LH/414/62,militaire
LH/417/70,militaire
LH/644/6,militaire
LH/644/6,militaire
LH/1078/20,militaire
LH/1924/18,militaire
LH/758/55,militaire
LH/758/55,militaire
LH/586/80,médecin de bord
LH/1137/3,graveur
LH/973/29,prêtre catholique
LH/1734/47,compositeur
LH/2219/19,poète
LH/958/19,médecin écrivain
19800035/1032/19116,chimiste
LH/586/80,chirurgien
LH/973/29,prélat
LH/1029/78,haut fonctionnaire
19800035/1441/66829,illustrateur
LH/1325/98,ingénieur
LH/1028/52,poète
LH/1028/52,poète
LH/735/9,géologue
LH/216/57,géologue
LH/592/4,vétérinaire
LH/1840/49,personnalité politique
LH/1325/34,personnalité politique
LH/1472/38,personnalité politique
LH/1264/57,personnalité politique
LH/446/62,personnalité politique
LH/2636/55,personnalité politique
LH/1199/2,personnalité politique
LH/611/60,peintre
LH/624/83,peintre
19800035/1212/39845,peintre
19800035/1441/66829,peintre
LH/1171/4,peintre
LH/1222/51,personnalité politique
LH/1240/68,personnalité politique
LH/1237/10,personnalité politique
LH/1313/37,personnalité politique
LH/353/16,personnalité politique
LH/821/62,personnalité politique
LH/2049/22,personnalité politique
LH/345/70,personnalité politique
LH/853/54,personnalité politique
LH/1291/23,personnalité politique
LH/1406/27,personnalité politique
LH/1433/27,personnalité politique
19800035/285/38297,personnalité politique
LH/1512/71,personnalité politique
LH/1594/63,personnalité politique
LH/1585/78,personnalité politique
LH/1534/77,personnalité politique
LH/1540/44,personnalité politique
LH/1579/8,personnalité politique
LH/1620/37,personnalité politique
LH/1188/15,personnalité politique
LH/1668/14,personnalité politique
LH/1670/26,personnalité politique
LH/2632/24,chirurgien
LH/1429/52,écrivain
LH/2151/41,écrivain
LH/100/69,écrivain
LH/727/27,écrivain
LH/2367/57,avocat
LH/2222/14,avocat
LH/2222/14,avocat
LH/611/60,conservateur
19800035/301/40506,sculpteur
19800035/264/35313,personnalité du monde des affaires
LH/100/69,architecte
LH/1601/52,architecte
LH/2454/10,architecte
LH/586/80,botaniste
LH/216/57,botaniste
LH/1028/52,personnalité politique
LH/1028/52,personnalité politique
LH/124/59,personnalité politique
LH/625/52,personnalité politique
LH/414/62,personnalité politique
LH/417/70,personnalité politique
LH/644/6,personnalité politique
LH/644/6,personnalité politique
LH/2102/23,personnalité politique
LH/1924/18,personnalité politique
LH/758/55,personnalité politique
LH/758/55,personnalité politique
LH/2697/11,personnalité politique
19800035/809/91958,médecin
LH/678/49,professeur d'université
LH/86/79,chef d'orchestre
LH/327/3,chef d'orchestre
C/0/68,militaire
LH/62/58,militaire
LH/2535/3,militaire
LH/586/80,entomologiste
LH/965/4,entomologiste
LH/596/55,professeur
LH/1770/4,juriste
LH/735/9,paléontologue
LH/216/57,paléontologue
LH/1595/48,ingénieur
LH/611/60,archéologue
LH/735/9,archéologue
LH/280/52,archéologue
19800035/232/30802,chef d'orchestre
LH/1472/38,officier
LH/2785/81,officier
LH/1146/50,officier
LH/446/62,officier
19800035/1286/48454,physicien
LH/2151/41,poète
19800035/398/53361,mathématicien
LH/1325/98,mathématicien
19800035/636/73574,producteur de cinéma
19800035/636/73574,producteur de cinéma
LH/1497/7,physicien
LH/1028/52,économiste
LH/1028/52,économiste
19800035/740/84067,économiste
LH/2531/47,soldat
LH/678/49,médecin militaire
19800035/871/2374,magistrat
LH/1133/26,magistrat
LH/1200/25,magistrat
LH/2636/55,diplomate
LH/1041/11,diplomate
LH/108/8,historien
19800035/740/84067,historien
19800035/800/90607,designer
LH/1137/3,collectionneur d'œuvres d'art
19800035/434/58028,acteur de cinéma
19800035/1439/66535,personnalité politique
LH/1356/53,personnalité politique
LH/62/58,personnalité politique
LH/2535/3,personnalité politique
LH/1960/12,personnalité politique
LH/2367/57,personnalité politique
LH/1468/30,personnalité politique
LH/1468/30,personnalité politique
LH/2096/57,personnalité politique
LH/2222/14,personnalité politique
LH/2222/14,personnalité politique
19800035/264/35313,personnalité politique
19800035/193/25135,personnalité politique
19800035/193/25135,personnalité politique
LH/383/58,officier
LH/414/62,officier
LH/644/6,officier
LH/644/6,officier
LH/2102/23,officier
LH/640/21,industriel
19800035/1441/66829,caricaturiste
19800035/1212/39845,dessinateur
19800035/1441/66829,dessinateur
LH/280/52,explorateur
19800035/821/93404,diplomate
LH/124/59,diplomate
LH/417/70,diplomate
LH/722/73,inventeur
LH/1156/45,historien
LH/2754/68,historien
LH/76/2,historien
LH/1237/10,officier
LH/2049/22,officier
LH/83/4,officier
LH/345/70,officier
LH/393/5,officier
LH/2761/68,officier
LH/1291/23,officier
LH/1620/37,officier
LH/1743/42,officier
LH/1215/3,officier
LH/1670/26,officier
LH/1522/13,dramaturge
LH/2219/19,dramaturge
19800035/240/31838,astronome
19800035/1483/72298,résistant
LH/1671/60,juriste
LH/493/27,prêtre catholique
LH/1193/1,prêtre catholique
LH/1321/1,prêtre catholique
LH/1125/63,photographe
LH/1028/52,traducteur
LH/1028/52,traducteur
19800035/821/93404,traducteur
LH/76/2,traducteur
19800035/552/63070,traducteur
LH/2567/17,pharmacien
LH/749/23,géologue
LH/1321/1,prélat
19800035/826/94155,professeur
LH/2610/43,écrivain
LH/2539/24,écrivain
LH/383/35,écrivain
LH/1772/41,écrivain
LH/1986/29,écrivain
LH/1662/30,écrivain
19800035/1441/66829,graveur
LH/2754/68,archiviste
19800035/170/21864,chimiste
LH/304/18,chimiste
LH/479/36,chimiste
LH/540/73,illustrateur
19800035/1106/26688,illustrateur
LH/1468/30,agriculteur
LH/1468/30,agriculteur
LH/843/67,diplomate
LH/1594/63,diplomate
LH/1585/78,diplomate
LH/1002/48,physicien
19800035/70/8700,mathématicien
LH/1390/64,illustrateur
LH/108/8,conservateur
LH/1230/44,historien
19800035/593/67197,historien
LH/540/73,peintre
19800035/761/86482,peintre
19800035/202/26493,peintre
LH/1028/52,biographe
LH/1028/52,biographe
19800035/1106/26688,affichiste
19800035/210/27517,biographe
LH/687/18,compositeur
LH/1468/30,entrepreneur
LH/1468/30,entrepreneur
LH/2096/57,entrepreneur
LH/1193/1,presbytre
19800035/740/84067,géographe
LH/1429/52,bibliothécaire
19800035/546/62431,zoologiste
19800035/232/30802,critique musical
19800035/18/2301,chirurgien
LH/176/34,traducteur
19800035/597/67550,juriste
LH/2065/59,enseignant
LH/2065/59,enseignant
19800035/85/10635,romaniste
LH/2754/68,romaniste
19800035/1286/48553,jardinier
19800035/398/53361,professeur d'université
LH/2756/3,professeur d'université
LH/1325/98,professeur d'université
LH/76/2,professeur d'université
19800035/220/28930,ingénieur militaire
LH/1586/34,peintre
LH/1390/64,peintre
LH/1343/80,peintre
LH/601/72,peintre
LH/1264/57,peintre
19800035/547/62587,peintre
LH/743/22,peintre
LH/2175/17,diplomate
LH/1960/12,officier
LH/1351/77,lépidoptériste
LH/830/39,économiste
LH/2196/30,chanteur
LH/1351/77,chimiste
LH/2567/17,chimiste
LH/1503/51,chimiste
LH/2058/2,médecin
19800035/184/23954,médecin
LH/758/48,médecin
LH/421/71,médecin
LH/1433/27,banquier
LH/1429/52,historien
LH/1028/52,agronome
LH/1028/52,agronome
LH/76/2,journaliste
LH/1351/77,biologiste
LH/1671/60,haut fonctionnaire
LH/721/55,artiste lyrique
19800035/1439/66537,réalisateur
LH/1273/5,professeur d'université
LH/479/36,professeur d'université
LH/1936/67,professeur d'université
19800035/162/20756,professeur d'université
19800035/1286/48454,professeur d'université
19800035/740/84067,professeur d'université
19800035/552/63070,professeur d'université
LH/2654/6,missionnaire
LH/1429/52,dramaturge
19800035/193/25135,dramaturge
19800035/193/25135,dramaturge
19800035/368/49447,sculpteur
19800035/268/35908,résistant
LH/1351/77,physiologiste
LH/1512/71,financier
LH/2756/3,pathologiste
LH/596/55,cardiologue
LH/2697/11,pathologiste
LH/1406/27,industriel
LH/1659/88,industriel
LH/1351/77,botaniste
LH/749/23,paléontologue
LH/1193/1,théologien
LH/2539/24,poète
LH/1986/29,poète
LH/2219/19,préfet
LH/1346/12,explorateur
19800035/593/67119,directeur de la photographie
LH/561/29,soldat
LH/561/28,soldat
LH/1372/4,architecte
LH/1448/69,militaire
LH/1513/15,militaire
LH/1146/49,militaire
19800035/157/20036,militaire
LH/2717/13,militaire
LH/1624/2,militaire
LH/2018/18,militaire
LH/741/64,officier de la Marine française
LH/1942/39,soldat
19800035/210/27517,philosophe
LH/1522/13,journaliste
LH/1002/48,chimiste
LH/1351/77,paléontologue
LH/1028/52,critique littéraire
LH/1028/52,critique littéraire
19800035/1106/26688,modéliste
19800035/85/10635,critique littéraire
19800035/826/94155,psychologue
LH/1916/30,graveur
LH/525/10,prêtre catholique
LH/100/69,graveur
19800035/1484/72494,peintre
19800035/732/83139,peintre
19800035/821/93404,sinologue
19800035/1106/26688,dessinateur
LH/1522/13,historien de l'art
LH/108/8,historien de l'art
19800035/162/20756,critique littéraire
LH/1077/76,personnalité politique
19800035/184/23954,personnalité politique
LH/1381/26,personnalité politique
LH/2777/82,personnalité politique
19800035/752/85305,personnalité politique
LH/2412/26,personnalité politique
19800035/175/22616,personnalité politique
LH/1448/69,personnalité politique
LH/1146/49,personnalité politique
LH/2662/92,personnalité politique
LH/2317/36,personnalité politique
LH/2513/50,personnalité politique
LH/1672/35,zoologiste
LH/2454/10,construction navale
19800035/83/10398,haut fonctionnaire
LH/1672/35,lépidoptériste
19800035/1234/42349,illustrateur
LH/1916/30,illustrateur
LH/1193/1,philosophe
LH/951/24,acteur
LH/2325/11,photographe
LH/1346/12,malacologiste
LH/121/29,ingénieur civil
19800035/546/62431,carcinologiste
LH/151/75,administrateur colonial
19800035/268/35908,administrateur colonial
19800035/1234/42349,peintre
LH/1916/30,peintre
LH/100/69,peintre
LH/1028/52,linguiste
LH/1028/52,linguiste
LH/721/55,professeur de musique
LH/2697/11,lichénologue
LH/1770/4,romaniste
LH/1755/40,archéologue
19800035/1286/48553,horticulteur
LH/108/8,archéologue
LH/1306/47,violoncelliste
19800035/85/10635,historien de la littérature
LH/1840/49,magistrat
LH/1755/40,anthropologue
LH/2096/57,banquier
LH/843/67,hydrographe
19800035/888/4038,géologue
LH/1770/4,bibliographe
LH/1346/12,officier de marine
LH/843/67,officier de marine
LH/299/8,sculpteur
19800035/202/26493,lithographe
LH/76/2,historien moderniste
LH/2714/2,naturaliste
LH/1078/20,explorateur
LH/2124/33,astronome
LH/897/63,personnalité du monde des affaires
19800035/1069/23066,épidémiologiste
19800035/162/20756,essayiste
LH/1830/5,médecin
LH/976/69,médecin
LH/1411/36,médecin
19800035/250/33379,médecin
LH/2325/11,médecin
LH/1343/80,collectionneur d'œuvres d'art
19800035/547/62587,graveur
LH/901/15,écrivain
LH/2216/36,écrivain
LH/431/6,soldat
LH/727/27,auteur
LH/1273/5,philologue
LH/601/72,artiste graphique
LH/1522/13,historien de la littérature
LH/1522/13,musicologue
LH/327/3,musicologue
LH/299/8,médailleur
19800035/597/67550,professeur d'université
19800035/888/4038,professeur d'université
19800035/70/8700,professeur d'université
LH/1002/48,professeur d'université
LH/727/27,professeur d'université
LH/2002/39,photographe
LH/152/21,photographe
LH/2681/21,médecin
LH/2325/44,médecin
19800035/158/20197,médecin
LH/1488/43,médecin
LH/789/40,médecin
LH/721/55,théâtrologue
LH/561/29,mémorialiste
LH/561/28,mémorialiste
LH/596/55,anatomiste
LH/2654/6,ethnologue
19800035/215/28213,scientifique
LH/86/79,professeur de musique
LH/327/3,professeur de musique
LH/675/47,militaire
LH/675/46,militaire
LH/1980/22,militaire
LH/1980/22,militaire
19800035/114/14344,militaire
LH/2709/32,militaire
LH/2731/79,militaire
LH/2789/171,militaire
LH/2419/15,écrivain
LH/2634/2,écrivain
LH/2166/45,écrivain
19800035/287/38456,journaliste
19800035/83/10398,journaliste
LH/1429/52,journaliste
LH/2151/41,journaliste
LH/830/39,journaliste
19800035/193/25135,journaliste
19800035/193/25135,journaliste
LH/243/10,administrateur colonial
LH/749/23,malacologiste
LH/1122/28,mathématicien
LH/33/34,mathématicien
LH/33/34,physicien
LH/1534/1,militaire
LH/1540/45,militaire
LH/1210/51,militaire
LH/250/78,militaire
LH/1774/46,militaire
LH/872/43,militaire
LH/1237/41,militaire
LH/383/35,bibliothécaire
LH/2660/94,architecte
19800035/564/64215,architecte
LH/2002/39,architecte
LH/50/5,architecte
LH/670/40,architecte
LH/1529/81,architecte
19800035/809/91958,romaniste
19800035/809/91958,éditeur
19800035/821/93404,mongoliste
19800035/821/93404,acupuncteur
19800035/1106/26688,illustrateur de mode
19800035/85/10635,professeur des universités
19800035/210/27517,historien de la philosophie
19800035/597/67550,sociologue
LH/1077/76,économiste
19800035/826/94155,physiologiste
LH/1596/13,avocat
LH/2166/45,avocat
LH/470/46,avocat
LH/504/58,personnalité du monde des affaires
19800035/166/21270,poète
LH/418/19,avocat
LH/674/55,avocat
19800035/809/91958,critique littéraire
LH/2175/17,archéologue
LH/2513/50,prêtre catholique
19800035/736/83598,diplomate
19800035/582/66010,diplomate
LH/2065/59,diplomate
LH/2065/59,diplomate
LH/1294/65,militaire
LH/1354/26,militaire
LH/2617/41,militaire
LH/228/41,militaire
LH/709/5,militaire
LH/323/74,militaire
LH/2680/61,militaire
LH/1590/11,militaire
19800035/215/28213,ingénieur
LH/2338/40,ingénieur
LH/1513/15,inventeur
LH/2662/92,officier
LH/2425/8,officier
LH/1297/34,pédiatre
LH/272/82,militaire
LH/608/62,militaire
LH/1064/28,militaire
LH/29/50,militaire
LH/701/5,militaire
19800035/1342/55586,psychiatre
LH/2610/43,auteur
LH/979/2,ingénieur
LH/1029/77,ingénieur
LH/658/56,ingénieur
19800035/755/85612,ingénieur
LH/1772/41,fonctionnaire
19800035/83/10398,officier de la Marine française
LH/2196/30,artiste lyrique
19800035/1111/27215,aviateur
LH/2432/13,ingénieur
19800035/371/49833,ingénieur
LH/276/10,ingénieur
19800035/290/38933,ingénieur
LH/1356/53,botaniste
LH/1381/26,illustrateur
LH/2762/37,graveur
LH/484/9,graveur
19800035/248/33061,graveur
19800035/1111/27215,officier de marine
19800035/83/10398,espion
LH/1615/70,personnalité politique
LH/2738/3,personnalité politique
LH/1396/64,personnalité politique
LH/1266/19,personnalité politique
LH/1417/57,personnalité politique
LH/1357/15,personnalité politique
LH/1357/15,personnalité politique
LH/1980/22,personnalité politique
LH/1980/22,personnalité politique
LH/1354/26,personnalité politique
LH/2617/41,personnalité politique
LH/1310/71,personnalité politique
LH/1190/68,personnalité politique
LH/1442/45,personnalité politique
LH/2250/53,personnalité politique
19800035/250/33379,personnalité politique
LH/2466/29,personnalité politique
LH/18/43,personnalité politique
LH/1105/2,personnalité politique
19800035/552/63070,germaniste
LH/1297/34,gynécologue
LH/1595/48,ingénieur civil
19800035/83/10398,essayiste
LH/2196/30,professeur de musique
LH/1986/29,dramaturge
LH/2412/26,armateur
LH/342/10,chimiste
LH/758/48,chimiste
19800035/1111/27215,résistant
LH/1672/35,arachnologiste
19800035/1226/41420,acteur
19800035/197/25781,acteur
LH/1534/1,personnalité politique
LH/1596/13,personnalité politique
